DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT13R,DA0912DR13R,DAGC4X13R,DAGC5X12R,DA0GR13N,DA0GH13N,DA00A001S14R,DA00AR01S14R,DA00AW01S14R,DA00AM01S14R,DA00AC01S14R,DA00AS01S14R,DB00A001S14R,DH00A001S14R,DW00A001S14R,DI00A001S14R,D300A001S14R,D400A001S14R,D200A001S14R,DE00A001S14R,DA0CT13R,DA0CC13R,DA0CSA13R,DA0CAA13R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
SAN MARCOS CISD,105902,105 HAYS,13,Met Standard,10,7501,4.7,72.5,20.9,0.1,0.7,0.1,1,71.6,9.3,10.2,8.8,23.9,7.6,95.3,3.8,85.8,90,485,413,73,72,68,76,75,66,70,69,86,88,86,100,85,67,62.5,18.2,1372,18.7,1113.8,542.8,0.7,2.5,7.9,48.7,9.4,30.7,121014,69246,60821,47727,50.9,6.7,13.8,34.3,12.7,27.9,13.4,2.8,33.5,60,3.7,78.4,12,3.1,0.6,2.8,3.2,449411,1.35,78333048,10432,23.2,64.5,12.3,17533725,0,78000310,64786506,8628,57.7,5.9,5.8,10.8,19.7,37408566,4982,57.4,19.1,8.6,1,3.7,0.7,2.2,1,3.3,3,"5,000 to 9,999",Other Central City,"$441,532 to < $469,944",$1.2365 to under $1.3593
DRIPPING SPRINGS ISD,105904,105 HAYS,13,Met Standard,5,5085,0.6,19.2,74.6,0.4,1.4,0.1,3.7,12.8,4.4,9.1,4.3,18.6,7.1,96.3,0,99.1,99.6,321,289,92,94,89,91,93,90,73,86,94,93,95,100,91,78,84.4,60.1,1668,25.4,593.6,290.8,1.5,2.3,8.7,49,9.5,29,93357,76287,58423,48394,16.1,8.6,17.5,27.3,12.1,24.8,17.6,1,6.5,91.1,1.4,80.7,10,2.1,1.8,2.9,2.6,545366,1.49,50663251,10632,11.7,83.7,4.6,18563081,0,46967811,34658135,7273,53.7,7,5,13.8,20.4,18621779,3908,66.2,18.8,1.8,0.3,2.3,0.7,5.2,1.8,2.3,0.6,"5,000 to 9,999",Major Suburban,"$525,059 to < $683,703",$1.3593 and over
WIMBERLEY ISD,105905,105 HAYS,13,Met Standard,4,2064,0.3,19.9,76.6,0.8,0.6,0,1.8,28.3,6.8,7.6,6.7,27,6,96.2,0.3,97.4,98.3,149,131,89,90,88,89,90,88,79,82,91,80,96,.,91,81,76.5,50.9,1591,23.4,287.9,138.7,1.9,3.1,9.4,48.2,12.8,24.7,96884,72255,63726,47954,11.1,7.2,14.9,19.9,13.7,15.5,17.2,0,7.5,92.5,0,79.5,10.2,3.1,2.1,3.9,1.2,706768,1.253,20324289,9943,13.4,81.2,5.5,4121519,0,20615943,17032811,8333,56.9,7.5,5.7,13.1,16.9,9689245,4740,57.2,19.1,4.7,3.1,4,1.2,5.7,4.2,0.3,0.5,"1,600 to 2,999",Other Central City Suburban,"$683,703 to < $2,233,241",$1.2365 to under $1.3593
HAYS CISD,105906,105 HAYS,13,Met Standard,22,17205,3.1,62.7,31.3,0.2,0.8,0,1.9,50.7,15.7,9.2,15.1,19.9,8.6,95.7,1.9,91.8,91.9,882,716,76,76,68,76,77,80,71,70,86,89,85,100,83,67,63.6,26,1414,20.3,2230.1,1070.3,1,2.4,9.3,48,6.3,33,94737,68631,53783,46515,41.9,7.7,16.1,35.6,10,28.4,16.1,1.4,25.3,71.6,1.7,66,10.3,5.4,8.4,3.3,6.6,232453,1.461,156757708,9486,52,40.5,7.5,32740164,0,160101910,128622686,7784,56.1,5.6,5.3,11.2,21.8,72139068,4365,65.6,15.8,7,1.7,3.2,0.6,2.1,1.3,1.5,1.3,"10,000 to 24,999",Major Suburban,"$226,769 to < $239,665",$1.3593 and over
CANADIAN ISD,106901,106 HEMPHILL,16,Met Standard,4,973,0,45.4,53.3,0.2,0.4,0,0.6,40.8,14.7,5.9,14.9,15.6,3,96.6,1.9,89.8,93.4,44,35,85,82,82,88,85,87,.,76,91,-1,-1,.,100,76,72.7,18.8,-1,20.7,150.9,84.1,0.7,3.3,4.3,55.7,9.1,26.8,125000,77090,59959,48912,14.3,6.4,11.6,22.2,13.3,16.7,8.1,0,5.9,93.3,0.7,79.7,5.6,7.7,3.1,3.1,0.8,1577225,1.21,20396823,21071,13.2,85,1.8,10659468,0,21978071,10746366,11102,56.5,7.6,5,12.8,18.1,6070267,6271,66,9.2,9.6,3.5,2.9,0.2,3.7,2.2,2.9,0,500 to 999,Non-metropolitan Fast Growing,"$683,703 to < $2,233,241",$1.1251 to under $1.2365
ATHENS ISD,107901,107 HENDERSON,07,Met Standard,6,3388,13.4,44.7,37.5,0.3,0.9,0.1,3.2,73.1,23.9,8.2,24.3,26.3,5.2,95.9,2,94.6,93.9,191,170,69,67,63,71,70,67,51,64,79,77,82,-1,84,63,45.5,20.7,1410,19.8,443.5,221.1,1.4,2.9,9,49.8,13.3,23.5,91455,69282,46934,43097,22.9,7.6,15.3,38.4,11.8,19.6,22.2,6.1,6.3,86.7,0.9,56.1,9,8.2,15.2,5.8,5.7,347991,1.186,31401675,9390,37.4,48.2,14.4,8034202,0,32680035,26521076,7931,57.3,6.4,5.5,10.9,19.9,15200468,4546,52.6,16.6,13.3,2.9,4.6,1.6,4,1.9,1.8,0.8,"3,000 to 4,999",Independent Town,"$340,343 to < $382,231",$1.1251 to under $1.2365
BROWNSBORO ISD,107902,107 HENDERSON,07,Met Standard,7,2761,8.1,13.5,75.8,0.4,0.3,0.1,1.8,56.3,3.8,9.7,3.8,28.4,4.8,95.2,0.3,92.2,94.8,170,134,81,81,76,84,81,79,74,76,83,91,100,-1,69,76,42.9,26,1400,21.1,412.5,191.5,1.3,3.4,9,46.4,9.6,30.2,90607,63340,49339,43155,11.5,6.7,14.4,25.2,14,16.1,23.1,4.3,1.3,94.4,0,78.1,7.6,7.2,0.5,6.2,0.5,223512,1.39,25793020,9012,55.8,35.6,8.6,6723574,0,31824603,21709896,7586,53.6,6.8,6.2,10.2,23.2,11643002,4068,55.2,16.7,10.7,0.2,7.6,3.7,3,2,0.5,0.5,"1,600 to 2,999",Other Central City Suburban,"$200,649 to < $226,769",$1.3593 and over
CROSS ROADS ISD,107904,107 HENDERSON,07,Met Standard,3,598,1.7,5.5,91.6,0,0,0,1.2,45.8,1.3,11.4,1.7,28.3,4.8,96,0.5,98,100,49,41,83,84,80,89,86,64,100,76,84,.,.,.,46,81,38.8,10.5,1604,19,83.8,44.8,5.6,3.6,4.6,53.4,11.3,21.5,64787,65667,40989,41305,5.9,7.1,13.3,37.7,10.3,9.3,22.9,2.2,0,97.8,0,77.6,3.9,7,0.5,10.4,0.5,478741,1.09,5541125,9174,38.1,54.6,7.3,2610925,0,5219716,4642576,7686,55.4,6.9,7.9,12.2,17.5,2572723,4259,62.9,7.5,11.3,0.5,8.5,0.4,5.2,2.4,1.2,0,500 to 999,Rural,"$469,944 to < $525,059",Under $1.1251
EUSTACE ISD,107905,107 HENDERSON,07,Met Standard,4,1468,1.4,10.1,85.4,0.8,0.1,0.1,2.1,69.6,1.6,13.2,1.6,20.4,2.9,96.6,0,94.2,99.1,83,58,83,85,77,84,83,72,73,84,83,79,-1,-1,92,80,50.6,19,1389,-1,232.2,114.2,1.3,2.7,6.8,49.2,13.5,26.6,88463,65362,57850,47860,4.3,6.3,12.8,23.8,13.5,15.4,14.6,0.9,0.9,98.2,0,82.3,6.4,5.7,0,4.9,0.7,349029,1.27,14052562,9712,36.6,50,13.4,2252517,0,13578118,12228633,8451,58.1,6.2,5.3,8.8,21.7,7105766,4911,61.4,14,13.9,0,3.9,0.7,4.5,1.2,0.4,0,"1,000 to 1,599",Non-metropolitan Stable,"$340,343 to < $382,231",$1.2365 to under $1.3593
MALAKOFF ISD,107906,107 HENDERSON,07,Met Standard,6,1282,11.4,15.7,69.5,0.5,0.5,0.1,2.3,68.5,5.2,11.4,5.2,26.5,5,95.7,0,98.6,97.1,63,55,85,85,85,91,82,70,82,81,86,100,100,.,90,82,38.1,8.3,1349,21.2,206.6,106.3,1.2,2.3,2.1,51.5,14.6,28.3,92162,66317,57307,46349,21.7,6.2,12.1,19.7,13.5,10.5,13.5,11.2,0.9,87,0.9,75.5,8.4,5.9,1.2,6.2,2.7,793991,1.16,16331936,12850,14.2,71.7,14.2,4132831,0,16893175,12791904,10064,59.7,6.9,4.2,9.4,19.7,7638836,6010,53.3,25,9.2,0.8,4.4,0.2,3.3,0.9,1.2,1.7,"1,000 to 1,599",Non-metropolitan Stable,"$683,703 to < $2,233,241",$1.1251 to under $1.2365
TRINIDAD ISD,107907,107 HENDERSON,07,Improvement Required,1,181,18.2,8.8,65.2,0,0,0.6,7.2,76.2,0,15.5,0,33.7,5,94.9,0,100,100,5,3,72,78,83,69,65,59,66,84,72,.,.,.,70,71,20,-1,.,-1,34.9,18.4,7,10,3.3,52.5,11.4,15.7,41035,42263,30634,40876,17.2,5.2,9.9,32.7,11.5,0,23.6,5.4,0,94.6,0,88.2,7.9,0,0,3.9,0,290459,1.424,2017442,12301,57.4,33,9.5,334377,0,1958866,1807240,11020,57.4,11.4,6.1,12,13.1,1036379,6319,57.4,15.2,14.9,0.1,6.7,0.2,4.3,0.8,0,0.4,Under 500,Rural,"$282,185 to < $299,922",$1.3593 and over
MURCHISON ISD,107908,107 HENDERSON,07,Improvement Required,1,204,0,10.8,88.7,0,0,0,0.5,56.4,6.4,13.7,6.4,0,5.9,95.8,.,.,.,.,.,76,82,73,77,67,62,.,73,76,.,.,.,-1,74,.,.,.,.,40,17.2,0,2.5,6.2,43,19.9,28.4,.,80166,43418,34863,12.5,5.1,11.9,47.6,9.7,11.4,36,0,0,100,0,94.2,5.8,0,0,0,0,225240,1.04,1830338,10225,66,25.6,8.5,502320,0,1778441,1610151,8995,58.9,18.2,1.8,11,10,948194,5297,69.5,10.9,17.4,0.9,0,0.4,1,0,0,0,Under 500,Rural,"$200,649 to < $226,769",Under $1.1251
LAPOYNOR ISD,107910,107 HENDERSON,07,Met Standard,3,475,9.5,6.3,82.7,0.2,0,0,1.3,49.1,1.5,8.8,1.5,32.2,4.6,96.7,0,93.5,96.4,27,20,79,83,75,79,72,80,58,71,83,-1,.,.,86,72,74.1,35,1357,24.1,63.1,36,1.6,3.2,1.9,57,12.7,23.6,82000,62500,51142,45162,7.9,7.5,13.2,19.4,16,8.3,18.7,2.8,2.8,94.4,0,79.8,7.2,4.2,0.9,7.9,0,767061,1.12,4847324,10653,27.5,66.8,5.7,2054378,0,4006350,3812124,8378,59.8,9.9,3.8,8.8,17.8,2279165,5009,66.1,11.3,9.3,0,6.7,0.4,3.3,0.3,2.6,0,Under 500,Rural,"$683,703 to < $2,233,241",Under $1.1251
IGNITE PUBLIC SCHOOLS AND COMMUNIT,108801,108 HIDALGO,01,Met Alternative Standard,6,1047,0,98,1.7,0,0.1,0,0.2,90.1,26.6,7.4,26,26.1,0,80.8,25.5,32.8,42.3,222,180,38,25,.,42,64,47,.,37,-1,.,-1,.,-1,38,23,0,.,14.7,132.2,57.8,2.6,8.3,11.7,43.7,0,33.6,82349,43611,38260,36275,97,7.9,18.1,68.3,5,12.1,39.3,0,94.8,5.2,0,83.4,10.4,0,0,6.2,0,.,.,9660162,8030,83.3,2.4,14.2,0,514311,7317411,7221865,6003,46.2,14.2,4.3,19.6,15.7,3336358,2773,55.2,11.5,19.6,2.8,7,0,0,3.9,0.1,0,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
SOUTH TEXAS EDUCATIONAL TECHNOLOGI,108802,108 HIDALGO,01,Met Standard,3,1065,0.2,91.8,5.7,0.3,1.8,0,0.2,81.7,36.2,4.7,34.6,0,0,96.6,.,.,.,.,.,73,77,76,72,66,32,-1,72,86,.,90,.,.,71,.,.,.,.,136.7,59.8,1.5,2.2,10.2,43.8,0,42.3,87617,56190,47145,39311,86.8,7.8,17.8,64.9,4.5,11.7,32.2,1.7,83.3,11.7,3.3,78.5,3.3,0,18.2,0,0,.,.,7917234,8987,80.4,6.1,13.5,0,1573192,7626550,7446727,8453,47.9,9.5,6.3,23.9,12.5,3564498,4046,59.8,6.3,22.9,1.7,0,0,0,0,9.2,0,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
MIDVALLEY ACADEMY CHARTER DISTRICT,108804,108 HIDALGO,01,Met Alternative Standard,3,389,0,99.2,0.8,0,0,0,0,94.1,3.1,6.4,3.1,14.7,0,85.3,0.7,58.7,79.4,125,115,44,30,.,57,62,62,.,44,-1,.,.,.,.,44,5.6,0,-1,14.5,44.3,16.3,2,6.8,16.4,36.8,0,38,78569,65263,30766,38395,92.9,8.8,23.8,69.4,5,2.6,54.6,0,96.1,3.9,0,89.5,1.9,0,0,8.6,0,.,.,4159378,11458,68.8,0.1,31.1,0,0,4142419,3985198,10979,46.4,10.4,14.8,16.3,12,1848628,5093,31.3,7.6,55,1,1.9,0,0,3.2,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
IDEA PUBLIC SCHOOLS,108807,108 HIDALGO,01,Met Standard,30,15535,1.2,95,2.5,0.1,1,0,0.2,86.5,30.3,4.4,29.4,0,0,98.2,0,96.6,100,431,428,82,81,78,83,86,85,77,82,88,78,96,100,98,81,-2,18.2,1361,19.6,1749.9,719.5,1,5.5,14.7,41.1,9.9,27.8,116416,66110,47731,44884,86.3,8.9,21.6,87.4,2.3,9.5,34.7,1.8,79.4,16.8,2,92,8,0,0,0,0,.,.,130994864,10424,77.9,6.7,15.4,0,1600419,123933278,115295397,9174,44.1,14.4,10.5,11.8,19.1,50893479,4050,68.9,4.9,21,3,0,0,1.5,0.7,0,0,"10,000 to 24,999",Charters,Non-taxing entities,Non-taxing entities
VANGUARD ACADEMY,108808,108 HIDALGO,01,Met Standard,3,2112,0.5,96.2,3,0,0.1,0,0,82.5,33.4,3,33.1,8.4,0,97.6,0,.,.,16,15,86,88,86,85,83,87,92,86,95,.,100,.,.,85,-2,5.3,1350,19.5,237.8,126,2.5,5,7.1,53,5.9,26.4,84130,58880,50462,55859,95.7,8.9,16.8,46,7.3,17.5,13,0,92.1,6.4,1.6,90.4,3.5,4,0,2.2,0,.,.,15111163,8915,81,7.1,11.9,0,1016325,13683581,13200219,7788,53.9,6.4,8.5,10.8,20.4,7118610,4200,63.1,5.4,21.6,2,1.2,0,0,0,6.7,0,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
EXCELLENCE IN LEADERSHIP ACADEMY,108809,108 HIDALGO,01,Improvement Required,1,133,1.5,97.7,0.8,0,0,0,0,84.2,47.4,5.3,45.1,0,0,96.9,.,.,.,.,.,35,39,38,29,.,.,.,35,.,.,.,.,.,29,.,.,.,.,12.2,7.2,16.4,8.2,0,58.9,8.2,8.2,61884,46791,.,45206,83.6,10.9,18.5,86,1.8,2.4,0,0,86.1,13.9,0,88,0,12,0,0,0,.,.,660259,11191,64.3,24.6,11.1,0,0,681536,681536,11551,45.7,31.9,0,14.5,8,311103,5273,44.4,15.2,8.1,32.4,0,0,0,0,0,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
DONNA ISD,108902,108 HIDALGO,01,Met Standard,23,15356,0.1,99.6,0.2,0,0,0,0,97.3,48.2,6.5,48.1,15.6,9.6,94.6,3.2,81.7,86.7,736,678,60,54,53,65,66,59,67,60,80,.,-1,.,100,59,56.3,2.9,1326,16.7,2480.1,1023.2,0.7,1.8,10.5,41.3,10.7,35,95553,74424,57296,48117,95.7,6.2,15,48.3,8,13,12.8,0.1,92.8,5.7,1.4,79.9,7.9,0,4.7,3.3,4.1,64037,1.258,165088276,10829,72.8,8.8,18.4,44430905,0,186572607,142251850,9331,55.5,6,4.7,10.6,23.2,78896213,5175,59.8,8.6,20.4,2.7,2.6,0.5,2.9,0.8,1.7,0,"10,000 to 24,999",Other Central City Suburban,"Under $101,960",$1.2365 to under $1.3593
EDCOUCH-ELSA ISD,108903,108 HIDALGO,01,Met Standard,9,5187,0.1,99.4,0.5,0,0,0.1,0,99.2,27.4,7.2,27.2,21.6,12.3,94.7,3,90.1,90.3,322,292,65,64,63,70,62,58,75,65,77,.,.,.,.,65,64,2.9,1203,16.7,737.2,345.4,0.4,2.2,5.8,46.9,13,31.7,122793,69418,64183,45806,98.4,7,15,38.2,10.9,12.1,16.9,0.3,97.1,2.6,0,82.2,8.6,0,0.3,4.6,4.3,47400,1.258,58058417,11276,68.1,9,22.9,7370705,0,62829588,49681417,9649,58,7.5,2.7,12.3,19.4,28813255,5596,46.9,16.7,20.9,2.6,3.7,0.9,4.4,1,1.6,1.3,"5,000 to 9,999",Other Central City Suburban,"Under $101,960",$1.2365 to under $1.3593
EDINBURG CISD,108904,108 HIDALGO,01,Met Standard,43,34002,0.2,98.1,1,0,0.6,0,0.1,85.3,30.2,6.5,29.7,20.6,6.2,95.7,2,88.9,92.2,1965,1813,76,74,77,80,78,70,84,76,88,75,96,100,85,74,74,8.7,1365,17.7,4678.4,2228.7,0.3,1.8,8.5,47.6,6.4,35.3,109755,77064,60716,51592,95.1,7.3,15.3,25.5,12.9,17.5,9.6,0.2,92.2,6.9,0.7,57.9,7.8,3.7,15.4,5.5,9.8,148625,1.24,326122926,9711,62.3,21.3,16.4,61455712,0,323854311,292518808,8711,58.7,3.6,4.5,9.9,23.3,171616196,5110,56.2,12.5,15.6,5.2,4.3,1,3.2,1.3,0,0.9,"25,000 to 49,999",Other Central City,"$101,960 to < $151,909",$1.2365 to under $1.3593
HIDALGO ISD,108905,108 HIDALGO,01,Met Standard,8,3242,0.1,99.8,0,0,0.1,0,0,89.9,51.9,5,51.9,26.1,10.2,95.4,1,90.9,95.8,223,216,65,59,62,70,72,66,-1,65,-1,.,-1,.,.,63,74,2.4,1196,16.5,510.6,234.1,1,2.7,8.2,45.8,11.9,30.3,98440,71631,60557,49459,94.7,6.3,13.9,29.5,11.7,20.1,13.9,0.4,89.3,3.4,6.8,44.8,6.9,0,43.2,5.1,0,125565,1.556,39564919,11968,61.2,17.4,21.4,3202937,0,39503470,34736760,10507,50.3,9.5,5.9,11.9,22.4,17476154,5286,45.1,10.3,25.6,2.7,5.6,0.2,4.2,1.2,5.1,0,"3,000 to 4,999",Other Central City Suburban,"$101,960 to < $151,909",$1.3593 and over
MCALLEN ISD,108906,108 HIDALGO,01,Met Standard,34,25108,0.4,93.2,4.5,0.1,1.4,0,0.3,67.3,29.3,7.6,29.2,24.9,11.1,95.7,2.7,87.2,88.8,1485,1383,76,76,76,77,75,73,74,75,87,82,93,88,91,72,70.4,17.2,1428,18.8,3413.6,1629.4,0.9,2.8,11.6,47.7,9.8,27.2,88541,70325,54706,49655,86.4,7.4,15.4,30,12.9,18.9,15.7,0.4,79.5,18.7,1.3,61.8,7.8,0.8,17.9,4.7,7,235904,1.165,234979374,9469,50.3,32.8,16.9,42263262,0,252586406,208378864,8397,58,5.2,5.5,9.9,21.4,120841343,4870,58,13.8,15.1,1.7,4.4,0.4,2.8,1.4,1.4,1.1,"25,000 to 49,999",Other Central City,"$226,769 to < $239,665",$1.1251 to under $1.2365
MERCEDES ISD,108907,108 HIDALGO,01,Met Standard,11,5747,0.1,98.6,0.8,0.1,0.1,0,0.2,94.7,27.4,5.7,25.1,27.8,13.8,95.8,0.7,88.5,92.9,334,316,66,64,60,68,69,66,78,66,72,88,100,.,100,65,61.4,4.4,1288,17.5,847.6,386.6,0.9,2.9,9.2,45.6,9.9,31.5,94743,68378,56315,47728,94.9,6.8,14.9,33.7,11.4,9.6,10.9,0.3,92.8,6,1,71,5.3,1.2,16.5,5,1.1,77807,1.29,65053932,11451,62,12,26,7420581,0,74609934,64470620,11348,48.4,7.2,4.2,19.3,20.8,31209921,5494,48,13,26.8,1.5,3.8,0.2,3.2,1.1,1.4,1,"5,000 to 9,999",Other Central City Suburban,"Under $101,960",$1.2365 to under $1.3593
MISSION CISD,108908,108 HIDALGO,01,Met Standard,24,15344,0.1,98.8,0.9,0,0.1,0,0,83.9,30.4,7.5,29.3,27.3,8.6,95.1,3.1,85.9,90.4,845,780,70,68,71,74,72,60,90,70,81,-1,100,.,-1,67,81.9,6.8,1424,18,2140.1,1008.8,1.1,2.4,8.3,47.1,8.8,32.3,83431,74502,59212,49383,93.2,7.2,15.2,32.6,11.5,15.8,13.1,0.5,89.1,9.5,1,66,9.8,0.3,12.9,5.4,5.6,101959,1.3,167076771,10799,68,14.2,17.8,29497643,0,172712972,142572000,9215,55.5,4.5,5.4,11.1,23.4,79138545,5115,55.2,11.5,18.8,1.7,5.2,0.3,3.2,1,2.1,1,"10,000 to 24,999",Other Central City Suburban,"Under $101,960",$1.2365 to under $1.3593
PHARR-SAN JUAN-ALAMO ISD,108909,108 HIDALGO,01,Met Standard,45,31980,0.1,98.9,0.8,0,0.2,0,0,89.2,41.6,6,46.2,23,8.9,95.8,1,91.5,94.7,1934,1823,64,61,64,68,68,58,80,64,70,62,89,.,.,62,62.6,4,1257,17,4233.7,2048.4,1.1,2.8,10.6,48.4,9.5,27.6,89464,75752,60316,49394,94.6,7.6,15.6,34,10.5,14.7,11.4,0.3,92.1,5.5,2.2,62.7,6.4,0,22.8,5.1,2.9,106340,1.359,339457307,10600,66,15.2,18.8,42047853,0,388764514,283307305,8846,54.8,5.3,5.4,11.3,23.3,155099502,4843,51.9,11.4,19.2,2.3,4.8,0.2,1.7,0.8,5.5,2.2,"25,000 to 49,999",Other Central City,"$101,960 to < $151,909",$1.2365 to under $1.3593
PROGRESO ISD,108910,108 HIDALGO,01,Met Standard,6,2134,0,99.3,0.6,0,0,0,0,99.5,58.2,5.1,57.4,22.9,1,96.4,3.4,92.9,83.8,114,108,64,58,63,74,59,69,.,64,53,.,.,.,.,64,55.3,1.6,1232,16.9,358.5,146.5,1.1,2.2,5.5,40.9,12.8,37.6,114292,58338,52854,44042,96.4,6,14.6,58.4,7,7.5,19.9,0,91.9,6.1,2,78.1,5.1,0,13.1,3.8,0,57882,1.37,24463874,11342,74.8,7.8,17.4,1936189,0,26256034,21206573,9832,51.7,9.1,4,16.8,18.3,10953879,5078,47.3,8.9,28.8,4.6,2.9,0.3,5.4,1.8,0,0,"1,600 to 2,999",Non-metropolitan Stable,"Under $101,960",$1.3593 and over
SHARYLAND ISD,108911,108 HIDALGO,01,Met Standard,11,10242,0.5,92.2,4.9,0,2.2,0,0.2,59.3,28.7,5.9,28.4,25.1,8,97,0.4,95.2,96.8,719,699,86,83,84,89,88,83,94,85,94,-1,97,100,92,82,77.4,17.6,1400,19.4,1162,581.5,1,2.6,8.9,50,8.5,28.9,102157,74199,60796,51018,82.4,8.8,17.6,20.9,12.8,13.2,7.9,0,73.4,25.6,1,54.2,6.8,1.5,23.9,4.1,9.4,233874,1.286,90653715,8883,51.3,39.4,9.3,15754095,0,118359260,79068932,7748,56,5.3,5,11.7,21.9,44308930,4342,52.6,12.7,13.3,1.7,5.1,7.2,4.5,1,1.7,0.2,"10,000 to 24,999",Other Central City Suburban,"$226,769 to < $239,665",$1.2365 to under $1.3593
LA JOYA ISD,108912,108 HIDALGO,01,Met Standard,38,29645,0,99.6,0.2,0.1,0,0,0,94.9,48.3,6.5,46.5,20.7,10.1,93.4,3,84.9,88.6,1601,1510,65,62,60,70,67,60,79,65,76,59,.,.,83,64,55.9,5.7,1267,17.4,4132.5,1952.8,1.2,2.9,8.4,47.3,7,33.2,82726,72318,58533,50416,97.1,7.2,15.2,36.9,10.4,14.2,10.6,0.2,94.9,3.2,1.7,50.5,7.9,6.5,27.2,3.9,4,70051,1.311,315132678,10801,70.2,10.3,19.6,47409767,0,316043902,274702654,9415,55.2,4.2,5.7,11,23.9,151610695,5196,55.7,11,22.5,2.5,2.7,0.9,2.9,1,0.3,0.5,"25,000 to 49,999",Other Central City,"Under $101,960",$1.2365 to under $1.3593
WESLACO ISD,108913,108 HIDALGO,01,Met Standard,22,17641,0.1,98.3,1.3,0.2,0.2,0,0,85.6,27.5,7.9,26.4,26.4,5.4,94.8,4.1,85.7,89.2,1016,880,71,66,67,77,78,67,52,71,93,58,95,.,.,69,63.4,6.1,1474,17.7,2292,1091.2,0.8,0.9,9.1,47.6,8.6,33,94625,91931,66900,54425,89.6,7.7,16.2,18.3,14.5,18.2,5.2,0.2,85,13,1.8,76.5,7.2,0,3.4,5.3,7.6,100642,1.14,171431945,9615,67.7,13.9,18.4,15500000,0,167781299,155697477,8732,54.2,5.4,3.2,11.5,25.7,84411831,4734,56.5,11.3,18.8,1.5,3.7,0.9,3.7,1,1.7,0.9,"10,000 to 24,999",Other Central City Suburban,"Under $101,960",$1.1251 to under $1.2365
LA VILLA ISD,108914,108 HIDALGO,01,Met Standard,4,636,0,99.7,0.3,0,0,0,0,91.5,24.1,6.1,22,25.2,9.9,96.2,1.4,85.1,90.6,43,38,66,62,66,69,68,77,.,66,.,.,.,.,.,65,79.1,0,.,14.9,85.7,37.7,1.2,2.3,13,44.1,0,39.4,110053,75568,55867,43491,98.6,7.4,16.8,47.4,9.5,13.1,33.4,0,96.7,3.3,0,97.4,2.6,0,0,0,0,147760,1.304,8148167,12594,63.7,17.6,18.7,924054,0,8382194,7589468,11730,46.9,10.8,5.4,15.9,21,3558252,5500,40.4,7.9,34.3,1.2,7,0.3,6.8,0.5,0.2,1.4,500 to 999,Rural,"$101,960 to < $151,909",$1.2365 to under $1.3593
MONTE ALTO ISD,108915,108 HIDALGO,01,Met Standard,3,1018,0.2,98.9,0.9,0,0,0,0,92.7,33.8,5.4,33,20,2.8,96.1,0.8,.,.,52,49,67,64,64,69,78,54,-1,66,81,.,.,.,.,65,61.5,0,1153,.,154.1,73.2,3.2,1.9,6.4,47.5,15.6,25.3,79292,75069,50015,45855,97.4,6.6,13.9,51.9,8.1,12.3,33.3,0,98.6,1.4,0,90.2,4.4,0,0.2,5.2,0,67529,1.35,11895992,11373,73.4,10.1,16.5,1579944,0,12619798,9541868,9122,52.4,9.2,6.8,13.3,18.3,5001925,4782,52.2,6,33.4,1.2,2.8,0.1,3.8,0.6,0,0,"1,000 to 1,599",Non-metropolitan Fast Growing,"Under $101,960",$1.2365 to under $1.3593
