DISTRICT,DZCAMPUS,DA00A001S15R,DB00A001S15R,DW00A001S15R,DH00A001S15R,DI00A001S15R,D200A001S15R,D300A001S15R,D400A001S15R,DE00A001S15R,DA00AR01S15R,DA00AM01S15R,DA00AC01S15R,DA00AS01S15R,DA00AW01S15R,DA0AT14R,DA0912DR14R,DAGC4X14R,DAGC5X13R,DA0GH14N,DA0CC14R,DA0CT14R,DA0CSA14R,DA0CAA14R,DA0GR14N,DPSTTOFC,DPSATOFC,DPSTURNR,DPSTEXPA,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSAKIDR,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTSPFP,DPSTGOFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTO2FP,DPST05FP,DPSTADFP,DPSTKIDR,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DPETALLC,DPETWHIP,DPETBLAP,DPETHISP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DZRVLOCP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DISTNAME,REGION,DZRATING,DZCNTYNM,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
145907,2,83,73,91,78,,-1,,,81,84,78,80,76,90,97.4,5.9,76.9,100,6,0,60,-1,17.6,10,15.6,30.2,43.2,13.3,51.5,0.1,3.3,3.9,13.2,28,18.1,6.1,75.7,7.7,0,5.1,11.4,0,12.8,80.7,6.4,0,38.5,19.7,11.9,39654,45927,33789,46352,186,52.2,30.1,14.5,0,0.5,0,2.7,79.6,1.6,8.6,37.1,1.6,3.8,1038023,1.244,2258320,14203,36,11.1,181641,0,2182382,2015866,12678,53.4,1075634,6765,58.7,8.1,16.3,0.1,7.2,0.2,7.2,0.2,1.9,0,52.9,12.1,4.4,10.4,19.7,OAKWOOD ISD,06,Met Standard,145 LEON,Under 500,Rural,"$666,628 to < $1,678,318",$1.2401 to under $1.3690
145911,3,77,36,80,73,-1,73,76,,71,80,79,83,64,70,95.6,0.4,91.7,88.7,25,9.1,62.9,1436,19.8,35,72.8,133.3,16.2,17.2,54.6,5.4,4.9,1.8,11.9,21.4,8.2,5.5,76.1,9.5,2.1,4.8,7.5,0,2.7,94.4,1.4,1.5,16.5,19.3,10.2,50259,57024,54942,84465,739,66.4,1.2,28.4,0.3,2.7,0,0.9,48.3,14.2,8,32.5,14.2,11,1067778,1.06,11704945,16056,35.5,4.2,854610,0,14391406,9654021,13243,55.7,5380952,7381,69.6,5.4,10.2,0.5,5.3,1.2,4.9,0.8,2.2,0,60.3,7.5,4.9,14.5,17.4,LEON ISD,06,Met Standard,145 LEON,500 to 999,Rural,"$666,628 to < $1,678,318",Under $1.1398
146901,7,65,61,72,62,78,65,89,86,64,65,67,66,74,56,94.9,2.4,85,84.9,129,5,61.3,1242,16.4,163,231.8,473.5,33.1,7.6,48.9,5.3,4.7,1.3,3.8,36,33.5,8.1,73.1,5.7,12.1,0.9,5.5,2.7,12.1,68.7,16.6,2.6,56.4,12.5,16.5,49053,54888,71398,108607,3825,37.3,10.5,48.9,0.5,1,0.1,1.8,76.6,25.5,7.5,25.1,24.3,2.8,188377,1.315,37564647,9839,59.6,11.1,12249348,0,34051834,30806006,8069,54.2,16705281,4375,53.4,12.9,20.5,2.5,3.7,0.7,2.8,1.2,1.3,1,29.3,5.7,6.1,13.5,20.5,CLEVELAND ISD,04,Met Standard,146 LIBERTY,"3,000 to 4,999",Other Central City Suburban,"$180,893 to < $213,468",$1.2401 to under $1.3690
146902,9,68,56,71,67,57,66,85,,62,69,85,68,67,57,95.6,0.3,96.2,96.3,257,11.6,41.1,1375,18.3,314,324.4,682.1,21.2,9.8,47.6,9.2,3,1.7,12.3,26.2,27.3,7.6,66.9,5.1,9.9,4.6,8.6,4.8,7.8,75.6,12.9,3.7,43.6,20,16,48800,56148,70960,86909,5186,51.8,8.1,37.2,0.9,0.4,0.1,1.5,60.9,16.9,8.9,24.9,15.2,3.3,285603,1.208,45351889,8947,48.4,10.1,8076831,0,45679149,40158299,7922,55.5,22265938,4393,55.5,14.7,7.6,6.5,4.2,2.1,3.6,1.6,2.9,1.2,41.5,6,5.4,11,22.1,DAYTON ISD,04,Met Standard,146 LIBERTY,"5,000 to 9,999",Independent Town,"$267,621 to < $285,930",$1.1398 to under $1.2401
146903,2,94,-1,95,90,,-1,-1,-1,87,94,100,96,89,94,96.3,,,,,,,,,,13,22,23,10.9,59.2,0,3,1.5,0,36.3,13.6,7.7,92.3,0,0,0,7.7,0,7.7,92.3,0,0,31,23.3,13,51656,,95000,95000,170,65.3,6.5,26.5,0,0.6,0.6,0.6,44.7,11.8,7.1,0,11.8,5.3,1754301,1.095,2317440,13319,17.2,6,1296346,0,2083668,1940826,11154,50.3,975171,5604,67.9,9.7,12.6,0.8,2.5,0.7,1.1,0,3.9,0.8,76.9,16.2,4,16.8,12.8,DEVERS ISD,04,Met Standard,146 LIBERTY,Under 500,Rural,"$1,678,318 and over",Under $1.1398
146904,5,78,73,79,73,-1,100,,,72,79,84,77,72,74,95.6,0.5,96.9,95,61,14.3,43.8,1425,18.7,64,89.1,181.1,17.6,14.3,49.2,4.2,3.1,1.7,3.9,38,11.6,7.2,84.6,5.9,0,4.5,3.2,1.8,2.2,95.5,2.2,0,23.3,9.9,14.7,48232,52860,74179,90623,1312,81.4,3.7,12.3,0.3,0,0,2.2,55.7,2.4,6.1,20.7,2.4,4.2,219177,1.22,12011226,9261,59.5,8.4,1068668,0,13376924,10801685,8328,50.7,5476464,4222,63.7,9.2,14.7,0.3,5.3,0.1,5.2,0,1.2,0.3,32.1,8.5,6.3,12.4,22.1,HARDIN ISD,04,Met Standard,146 LIBERTY,"1,000 to 1,599",Non-metropolitan Stable,"$213,468 to < $233,451",$1.1398 to under $1.2401
146905,4,79,81,80,70,,88,,,76,77,100,83,76,76,95.8,0.5,100,100,40,0,61.4,1292,17.2,44,42.3,88.7,32.7,11.3,47.7,3.6,4.5,1.1,19.3,23.8,20.3,5.5,77,10.6,0,4.7,7.6,0,16.5,78.7,4.7,0,28.4,22,11.6,45660,45951,56384,123152,490,77.1,11.4,7.6,0.2,0,0,3.7,72.2,1.8,7.8,30.2,1.8,4.5,527461,1.23,6438393,12903,32.1,11,1292103,0,6143049,5496366,11015,54.9,3018610,6049,60.9,11.9,12.3,0.1,7.2,0.4,5.3,1.2,0.4,0.3,56.9,8.6,4.7,11,20.7,HULL-DAISETTA ISD,05,Met Standard,146 LIBERTY,Under 500,Rural,"$512,265 to < $533,171",$1.1398 to under $1.2401
146906,5,77,65,85,74,75,72,100,,72,76,83,81,76,74,96,1.6,93.3,96.8,115,12.9,53.4,1370,19.1,131,132,324.5,20.4,12.7,40.7,6.8,2.6,1.6,13.9,34.4,23.1,6.5,77.6,6.3,7.8,2.3,5,1,8.7,83.1,8.2,0,34.6,14.6,16,46560,58009,72159,98282,2110,45.1,15.9,36.2,0.4,0.5,0,1.9,57.4,16.7,8.1,25.3,15,9,407644,1.169,26661909,12899,29,16.6,6037181,0,23986170,21961291,10625,50.8,11146637,5393,38.5,37.3,9.9,0.9,4.4,0.4,3.5,0.8,1,3.3,54.5,8.8,5.3,11.4,23.8,LIBERTY ISD,04,Met Standard,146 LIBERTY,"1,600 to 2,999",Non-metropolitan Stable,"$393,190 to < $426,008",$1.1398 to under $1.2401
146907,4,77,78,77,71,100,63,-1,,68,81,80,70,76,65,95.2,0.3,97.2,93,67,23.7,36.2,1446,18.4,105,133,261,16.2,12.5,50.9,3.1,3.1,1.5,14.7,26.7,1.5,7.2,78,6.3,0.3,4.8,8.6,2,0,100,0,0,26.3,20.3,14.1,50737,55289,71331,91756,1871,89.3,0.6,8.3,0.4,0.2,0.1,1.1,46,1.3,8.8,26.6,1.3,4.2,212051,1.176,17228842,9164,61.3,6.9,2981118,0,17319927,15778515,8393,56.7,8945518,4758,59.2,15.5,12,0.7,6.7,0.8,3.5,0,0,1.6,31.7,6.7,5.3,12.1,19.1,TARKINGTON ISD,04,Met Standard,146 LIBERTY,"1,600 to 2,999",Non-metropolitan Stable,"$180,893 to < $213,468",$1.1398 to under $1.2401
147901,2,76,76,82,73,,71,,,75,81,95,80,63,51,97.1,2.3,100,100,11,-1,13.3,-1,,15,28.9,50.6,37.1,11,57.2,4,4,2,7.2,25.7,27.3,6.7,75.5,3.9,3.1,8.5,7.6,1.4,10.4,79.6,10.1,0,34.6,10.4,11.7,40076,49564,59783,97675,337,24,22,51.9,0,0,0,2.1,83.4,16.6,15.1,20.5,16.6,1.2,111214,1.194,3941005,12126,77.1,9.2,2161831,0,3589360,3207027,9868,58.9,1887841,5809,58.9,14.5,15.2,0.5,3.7,0.1,4.2,0.8,2,0,13.7,9.6,7,10.4,14,COOLIDGE ISD,12,Met Standard,147 LIMESTONE,Under 500,Rural,"$103,884 to < $153,471",$1.1398 to under $1.2401
147902,6,68,55,74,60,58,80,88,-1,61,72,71,69,60,59,95.1,0,97.1,96.8,77,12.3,59.4,1399,19.3,96,137.1,268.6,19.7,14.6,51.1,5.5,2.6,1.1,8.1,31.6,17.4,6.8,79.8,4.4,1.5,0,13.4,0.9,5.1,90.5,2.2,2.2,20.3,15.6,13.3,50944,58298,76396,109582,1829,59.9,14.8,20.8,1.6,1,0.1,1.8,63.5,3.5,10.8,28,3.5,5,1039532,1.08,21680817,11688,27.2,7.9,9356189,0,23743569,18890997,10184,52.8,9982885,5382,55.1,23.3,3.6,1.4,3.7,1.3,5.3,0.3,5.5,0.7,64.9,7.5,4.6,11.8,23.3,GROESBECK ISD,12,Met Standard,147 LIMESTONE,"1,600 to 2,999",Non-metropolitan Stable,"$666,628 to < $1,678,318",Under $1.1398
147903,5,65,59,73,64,,68,96,,61,67,80,64,65,48,95.6,2.8,88.6,90.7,108,9.3,54,-1,18.4,147,140.1,314.7,23,6.8,44.5,8.2,2.4,1.4,13,30.5,37.6,6.3,75.7,4,0.7,0,17,2.6,16.3,73,7.9,2.9,60.1,7.1,14.1,44594,49599,67527,91751,1971,22.8,29.2,43.1,0.2,1.4,0,3.4,78.2,15.8,9.3,26.9,15.3,2.8,212414,1.112,20295538,10266,58.7,15.8,3788492,0,18893033,18272943,9243,55.1,10059429,5088,54.8,23.2,11.3,1.6,3,0.3,3.1,1.1,0.8,0.8,25.5,7.6,6.1,13.8,17.4,MEXIA ISD,12,Met Standard,147 LIMESTONE,"1,600 to 2,999",Non-metropolitan Stable,"$180,893 to < $213,468",Under $1.1398
148901,2,78,-1,87,75,,-1,,,72,81,89,72,68,81,96.5,0,96,100,23,18.8,66.7,,19.6,24,41.4,77,15,13.3,53.8,5.2,2.7,1.3,12.9,24.1,30.2,5.4,77.4,5.9,7.9,0,8.8,0,0,85.4,9.7,4.8,27.8,10.9,10.1,44735,56905,71960,105170,417,31.7,0.2,67.4,0.2,0,0,0.5,50.4,25.2,8.9,27.8,25.2,5.8,728095,1.18,5717330,13810,19.8,5.3,2249763,0,4976068,4726960,11418,58.1,2745530,6632,61.2,8.5,15.6,1.6,6.5,0.2,4.6,0.3,1.3,0.1,74.9,9,4.9,11.4,16.5,BOOKER ISD,16,Met Standard,148 LIPSCOMB,Under 500,Rural,"$666,628 to < $1,678,318",$1.1398 to under $1.2401
148902,1,86,,87,78,-1,100,-1,,78,87,89,78,75,100,96.6,0,100,100,13,25,75,,20.6,16,19.1,32.5,20.5,13.7,58.7,4.6,0,6.2,8.3,22.3,11.4,5.9,85.6,3.3,0,4.7,3.9,2.6,0,91.8,0,8.2,29.2,15.7,10,44444,51026,,66943,191,67.5,0,29.3,0.5,0.5,0,2.1,48.7,9.9,7.3,18.3,9.9,3.7,1674802,1.139,2722573,15210,24.2,4.5,3295826,0,2916551,2340769,13077,52.7,1234400,6896,61.7,6.4,13.9,0.5,5.4,0.3,8.2,0.5,3.2,0,71.3,12.1,4.8,12.9,17.5,FOLLETT ISD,16,Met Standard,148 LIPSCOMB,Under 500,Rural,"$666,628 to < $1,678,318",Under $1.1398
148903,1,73,-1,73,67,,,-1,,69,76,77,78,67,57,95.2,0,87.5,100,6,-1,37.5,-1,-1,8,19.2,33.1,5.4,16.4,58,1.5,0,2.3,9.7,28.4,6,4.6,75.9,7.3,0,12,4.8,0,0,89.6,5.2,5.2,13,11.6,7.9,44673,20000,,91290,151,80.1,1.3,17.2,0,0.7,0,0.7,59.6,3.3,15.9,31.8,3.3,4,2646003,1.145,2756955,19978,10.5,2.9,1412136,0,3821202,2284262,16553,52.6,1202222,8712,65.5,6.5,10.3,0.3,7.3,0.3,5.1,0.8,3.9,0,86.6,11.6,2.1,15.8,17.9,HIGGINS ISD,16,Met Standard,148 LIPSCOMB,Under 500,Rural,"$1,678,318 and over",$1.1398 to under $1.2401
148905,1,69,,78,52,-1,-1,,,61,70,92,67,71,47,96,0,90.9,100,8,16.7,60,,21.3,10,16.3,26,13.7,13.7,62.8,0,0.4,3.9,6,27,15.4,4.3,77.9,7.5,0,7.6,7,0,0,100,0,0,15,17.8,6.9,43941,,60000,86000,112,56.3,0,41.1,0.9,0,0,1.8,61.6,3.6,8.9,33.9,3.6,4.5,1720062,1.452,2577209,22807,28,4.3,962246,0,2297374,1574395,13933,55.7,877542,7766,64.3,6.6,8.8,0.2,9,0.3,4.4,1.6,4.9,0,67.6,15.9,0.6,12,15.7,DARROUZETT ISD,16,Met Standard,148 LIPSCOMB,Under 500,Rural,"$1,678,318 and over",$1.3690 and over
149901,4,81,64,89,74,83,92,100,,72,83,76,84,80,72,94.4,0.8,95.5,96.7,68,16.1,66.7,1519,19.4,84,86.1,179.1,18,16.2,48.1,4.5,1.8,1.1,14.4,30,33.2,6.3,82.2,5.8,0,2.1,5.7,4.3,0,82.5,16.3,1.2,29.5,25.3,13,47773,53724,79693,101748,1121,42,0.7,55.6,0.4,0.4,0,0.9,49,2.8,8.7,30.3,2.9,3.7,598436,1.203,11194652,9986,19.6,7.4,3138281,0,11914674,10220670,9117,55.8,5707341,5091,62.4,12.3,9.9,0.3,5.8,1.2,6.2,0.9,0,1.1,73,5.8,4.4,12.9,21,GEORGE WEST ISD,02,Met Standard,149 LIVE OAK,"1,000 to 1,599",Non-metropolitan Stable,"$533,171 to < $666,628",$1.1398 to under $1.2401
149902,2,69,-1,74,65,,75,100,,60,71,73,64,75,61,95.6,1.1,90.2,91.8,34,38.1,56.8,1562,21.6,37,65.7,118.7,20.3,12.6,55.4,13.1,2.5,2.5,0,26.4,30.8,6,88.7,4.3,0,1.5,5.5,0,1.5,83.3,15.2,0,31.9,12.2,10.9,49487,51177,78782,85369,717,42.8,0.4,55.9,0,0.4,0,0.4,59.4,3.9,9.8,33.2,3.9,8.4,3141123,1.13,10060266,15818,7.9,4.8,3700210,0,16848797,8832857,13888,56.1,4956333,7793,67.5,8.5,10.8,0.2,5.2,0.6,4.7,0.5,2.2,0,87.2,9.2,5.2,12.1,17.4,THREE RIVERS ISD,02,Met Standard,149 LIVE OAK,500 to 999,Rural,"$1,678,318 and over",Under $1.1398
150901,4,84,71,87,73,87,95,80,,79,85,91,85,80,78,95.8,0,99.1,97.1,98,23,64.3,1428,23.3,115,128.2,280.2,12.1,15,45.8,9.8,2.8,1.1,12.7,27.9,7.9,6.4,76.6,6.6,0.4,0.6,6.8,9,0,95.3,3.9,0.8,15.2,20.1,14,47705,58720,67185,100720,1791,73.1,0.4,22.7,0.7,0.6,0,2.4,61,4.5,10.5,35.8,4.5,7.4,1621562,1.168,23404211,12838,9.3,8.4,5970765,0,26547071,18772274,10297,50.9,9554986,5241,61.1,16.1,8.2,0.2,4.7,0.3,5.4,1.2,1.3,1.6,82.3,8.6,6.2,11.3,22.9,LLANO ISD,13,Met Standard,150 LLANO,"1,600 to 2,999",Non-metropolitan Stable,"$666,628 to < $1,678,318",$1.1398 to under $1.2401
152802,1,91,86,-1,98,,-1,,,92,92,,88,100,88,97.6,,,,,,,,,,21.6,37.6,14.8,7.3,57.4,1.7,2.3,0,23.6,15,81.8,7.1,75.9,0,0,18.5,5.6,0,60.2,19.1,20.7,0,57.8,4.6,12.4,39854,40151,72500,,267,1.9,68.2,28.5,0,0,0,1.5,85.8,0,12.7,0,0,0,,,1971038,7552,91.8,5.7,0,404102,1882653,1847076,7077,72.9,1346266,5158,53.4,10.2,25.4,0,0,0,0,0,10.9,0,2.5,11,2.7,10.3,3.1,RISE ACADEMY,17,Met Standard,152 LUBBOCK,Under 500,Charters,Non-taxing entities,Non-taxing entities
152803,1,50,46,94,48,,,,,49,41,37,71,75,,83.2,1.5,81.5,85.1,49,0,8.1,-1,-1,74,13.3,26.1,54.3,2.7,51.2,22.2,8.7,0,0,18,42.4,7.8,71.4,21,0,0,7.6,0,7.5,70.2,22.3,0,89.2,10.8,15.3,38029,42815,61317,,204,9.8,11.3,78.4,0.5,0,0,0,92.6,0,18.1,62.3,0,0,,,2609960,11600,65.2,34.7,0,0,2564709,2515047,11178,52.3,1315884,5848,20.7,8.7,63.6,0,4.2,0,0,2.9,0,0,0.1,9.9,9,17.1,11.7,SOUTH PLAINS ACADEMY CHARTER DISTR,17,Met Alternative Standard,152 LUBBOCK,Under 500,Charters,Non-taxing entities,Non-taxing entities
152901,51,73,58,90,69,68,87,97,100,65,73,73,76,79,63,95.4,3,87.5,87.6,1116,17.9,94.7,1287,20.3,1537,2044.9,3508.1,15.9,11.1,58.3,12.1,3.2,0.9,15.3,10.1,31.4,8.3,74.2,3.7,2.7,3.4,9.5,6.6,3.7,75.6,17.9,2.8,40.3,27.8,14.2,47067,56904,78348,106973,29057,24.2,13.8,57.9,0.3,1.8,0,1.9,65.9,3.7,10.7,23.3,4.6,2.7,314304,1.235,283892489,9780,40.7,15,49679368,0,319830214,249924992,8609,57.8,144562481,4980,60.3,16.8,11,0.1,2.8,0.6,2.4,1.2,3.3,1.6,44.3,4.6,5.9,10.2,21.5,LUBBOCK ISD,17,Met Standard,152 LUBBOCK,"25,000 to 49,999",Other Central City,"$307,766 to < $322,342",$1.1398 to under $1.2401
152902,3,80,55,89,73,-1,82,,,76,81,79,83,79,75,96.6,0,100,98,48,0,64.3,1351,18.1,56,61,89.4,15,13.5,68.2,3.1,2.2,1.3,8.9,16.2,6.7,8,72.3,6.8,1.6,4,10,5.3,0,93.4,6.6,0,37.7,21.3,11.7,41760,72573,93827,102606,713,45.9,1.7,49.1,0.4,0,0,2.9,60.6,2.2,7.6,31.8,2.2,4.5,300853,1.17,7121129,9546,54.4,7.2,1693273,0,8747642,7017897,9407,56.1,3935143,5275,64.3,10.1,11.3,0.3,4.9,0.7,6.1,1.5,0.7,0.2,38.4,7.1,5.7,12.7,18.4,NEW DEAL ISD,17,Met Standard,152 LUBBOCK,500 to 999,Rural,"$285,930 to < $307,766",$1.1398 to under $1.2401
152903,6,72,65,82,69,-1,53,-1,,68,71,89,68,75,64,95.5,0.5,98.8,98.7,77,5.7,40.2,1414,17.7,87,113.4,217.6,31.4,10.3,52.1,6.5,3.2,1.1,15.6,21.4,30,6,70.4,7.1,0.2,4.9,16.1,1.3,1.8,80.3,15.4,2.5,45.9,20.7,11.5,40686,54739,76568,102997,1298,25.7,5.8,67,0.1,0.1,0,1.3,77.1,4.6,11.6,29.1,4.5,6.2,249298,1.284,16624864,12887,47,17.8,1439461,0,15836942,14901828,11552,52.7,7852366,6087,45.1,24.9,17.9,0.5,4.8,0.4,4.2,0,1.9,0.2,35.2,7.9,5.9,11.8,21.8,SLATON ISD,17,Met Standard,152 LUBBOCK,"1,000 to 1,599",Non-metropolitan Stable,"$233,451 to < $256,362",$1.2401 to under $1.3690
152906,7,88,87,91,81,78,87,84,90,78,89,92,86,86,86,97,0.5,98.7,99.5,211,34.4,68.4,1477,21.6,225,370.5,734.7,15.2,10,50.4,10.2,2.3,0.7,11.4,25,24.9,7.2,81.9,3.6,0.9,6.2,7.2,0.3,0,89.2,10.5,0.3,41.5,26.1,14.3,41866,52540,67588,117769,5307,61.5,1.2,33.4,0.5,1.2,0.1,2,33,2.6,6.9,19.6,2.6,3.3,348702,1.48,50101194,10109,29.2,13.1,4948400,0,52644796,41496523,8373,56,23225068,4686,59.8,14.8,15.9,0.2,1.6,0.6,2.6,0.6,3.4,0.5,57.8,8.5,4.3,10.6,20.6,LUBBOCK-COOPER ISD,17,Met Standard,152 LUBBOCK,"5,000 to 9,999",Other Central City Suburban,"$332,093 to < $369,248",$1.3690 and over
152907,12,86,76,91,80,88,86,96,100,76,88,86,89,81,82,96.8,0.3,97,98.1,457,32.9,68.6,1462,22.3,478,582.2,1032.4,13.8,12.8,56.4,9.8,3.5,1.3,10.7,18.3,20.4,8.5,78.4,5.9,1.9,2.8,8,3.1,0.9,90.8,7.9,0.5,26.6,15.5,15.1,43795,51416,70630,94008,8811,51.9,3.8,38.5,0.3,2.8,0.2,2.6,33.9,3.6,7.7,29.2,3.7,9.5,311877,1.5,77594200,9278,37.8,4.5,16366007,0,85998137,63248757,7563,53.8,33999726,4065,67.9,12.5,4.7,0.3,5.4,0.8,4.8,0.9,0.7,2.1,57.7,8.8,5.7,13.1,18.6,FRENSHIP ISD,17,Met Standard,152 LUBBOCK,"5,000 to 9,999",Other Central City Suburban,"$307,766 to < $322,342",$1.3690 and over
152908,3,79,69,83,77,60,93,-1,-1,75,78,84,87,85,65,96.6,0,95.2,96.8,49,10,51.7,1313,17.9,58,90.7,182.6,31.7,8.8,49.7,7,3.3,1.6,15.5,23,21,5.8,79.7,7.8,0.2,3.3,9,0,1.1,84.9,11.8,2.2,52.6,19.8,11.7,37615,52820,65019,94913,1065,37.3,5.4,54.8,0.7,0.6,0.2,1,76.2,2.8,9,28.9,2.8,3.7,268632,1.285,11728172,11159,56.6,8.6,2172385,0,11510915,10356738,9854,52.1,5394817,5133,53.7,18,10.8,0.1,7.4,0.3,4.5,1,3.4,0.9,34.8,6.3,5.3,13.3,23,ROOSEVELT ISD,17,Met Standard,152 LUBBOCK,"1,000 to 1,599",Other Central City Suburban,"$267,621 to < $285,930",$1.2401 to under $1.3690
152909,6,87,69,93,74,100,90,,,75,89,93,87,85,77,96.8,0,98.9,97.3,78,30.1,76,1566,21.6,96,137.4,254.4,15.9,13.8,54,6.6,2.9,0.8,14.4,21.3,9.1,6.5,69.6,10.7,0,10.8,7.1,1.8,0,97.1,2.9,0,25.4,17.5,12.1,42877,49397,79004,106252,1657,66.1,1,31.4,0.4,0,0,1.2,42.5,2.1,7.4,28.6,2.1,8.1,165840,1.53,18825008,11877,56.7,11.7,1395347,0,29075505,15882482,10020,56.9,9030488,5697,53.8,23.7,5.7,0.1,6.4,0.3,4.5,1.1,2.7,1.8,31.7,6.9,4.9,9.9,21.4,SHALLOWATER ISD,17,Met Standard,152 LUBBOCK,"1,600 to 2,999",Other Central City Suburban,"$153,471 to < $180,893",$1.3690 and over
152910,4,89,100,94,82,-1,-1,,,80,88,92,91,92,88,96.9,0,100,100,78,22.4,77.9,1441,21.1,86,76.9,119.6,17,14.8,64.3,5,3.3,1.7,10.9,14.8,15.9,8.1,78.7,7.4,0.3,4.9,6.1,2.7,0,97.4,2.6,0,18.2,15.6,12.7,43079,51945,74325,111672,973,57.2,0.5,41.6,0.1,0,0,0.5,35.7,2.2,8.4,30.1,2.2,4.5,218759,1.46,9902862,10084,60.2,3.6,2955461,0,9344507,8011677,8159,59,4725567,4812,65.3,9,8.3,0.8,6,0.4,7,1.4,1.9,0,36.2,6.8,5.3,12.8,16,IDALOU ISD,17,Met Standard,152 LUBBOCK,500 to 999,Other Central City Suburban,"$213,468 to < $233,451",$1.3690 and over
153903,2,70,-1,86,65,-1,,,,64,76,86,44,75,51,96.7,1.3,100,100,13,10,71.4,,19.2,14,30,59.3,23,16.2,50.6,6.6,3.6,3.4,10.9,25,36.8,5.4,71.9,9.4,0,11.9,4.7,2.2,0,86.7,13.3,0,23.3,20.4,10.7,44084,48168,67064,74463,321,29.3,0.3,70.1,0.3,0,0,0,76.9,6.5,6.9,28.7,6.5,4.4,433309,1.17,5546412,18612,34.8,11.2,3517614,0,4812196,4055267,13608,50.6,2050951,6882,52.1,7.1,22.2,0.5,5.5,0.3,8.4,3.7,0.1,0.2,54,11.8,5.6,11.5,20.5,O'DONNELL ISD,17,Met Standard,153 LYNN,Under 500,Rural,"$426,008 to < $476,841",$1.1398 to under $1.2401
153904,3,77,93,92,68,,86,-1,-1,71,79,89,66,79,71,96.4,0,100,100,43,29,68.9,1434,20.6,45,63.5,108.2,25,10.9,58.7,3.6,2.9,1.8,9.2,23.8,35.4,5.4,72.6,8,0,7.5,6,5.9,1.6,81.1,15.8,1.6,28.5,11,9.3,41911,51476,66965,75000,589,33.1,2.5,63,0,0.2,0.2,1,65.7,2.7,7.3,29.4,2.7,6.6,218567,1.17,7253407,11587,67.6,7.5,1081578,0,7358987,7153005,11427,58,4150000,6629,63.3,9,15.1,0.1,5.7,0.3,3.9,0.1,1.9,0.7,25,7.1,4.8,11.6,18.5,TAHOKA ISD,17,Met Standard,153 LYNN,500 to 999,Rural,"$213,468 to < $233,451",$1.1398 to under $1.2401
153905,1,89,,92,84,-1,-1,,,81,93,93,79,81,84,96.9,0,100,100,14,0,86.7,-1,17.8,15,28,47,21.4,12.5,59.6,0,2.1,2.1,17,19.1,23.4,7.3,76.1,7.7,0.7,7.1,4.5,3.8,0,96.4,3.6,0,25,7.1,12.3,42105,,74000,100000,345,68.7,0,30.1,0.3,0,0,0.9,27,3.2,6.7,20.3,2.6,0,199900,1.228,2956764,9823,67.1,5.3,783332,0,3491791,2823996,9382,57.1,1611456,5354,60.6,5.9,17.6,0.8,3.3,0,4.4,0.7,6.8,0,27.6,9,4.3,16.2,13.5,NEW HOME ISD,17,Met Standard,153 LYNN,Under 500,Non-metropolitan Fast Growing,"$180,893 to < $213,468",$1.1398 to under $1.2401
153907,1,61,,84,56,,,,,61,66,-1,50,63,67,95.5,0,100,100,12,0,60,-1,16.3,15,14.5,30.8,72.8,6.4,47.1,1.6,4.5,2.9,11.4,32.5,30.2,3.8,88.9,4.2,0,3,3.9,0,0,86.2,13.8,0,72.4,41.4,8,35326,43351,51296,72100,116,19,0,81,0,0,0,0,80.2,14.7,12.9,23.3,12.9,6.9,407075,1.17,2640902,19562,33.9,40.8,612977,0,2612026,2319805,17184,49.7,1152486,8537,37.3,5.7,49.5,0.3,3.2,0.2,2.4,1.4,0.1,0,25.3,15.8,5.4,12.8,16.3,WILSON ISD,17,Met Standard,153 LYNN,Under 500,Rural,"$393,190 to < $426,008",$1.1398 to under $1.2401
